Identifiant| Tissular Location | Subcellular Location | Interactans | Chain Nature | Family name 
1A30_HUMAN | [] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1A31_HUMAN | ['Blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1A32_HUMAN | ['Blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1A33_HUMAN | ['Platelet'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1A34_HUMAN | [] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1A36_HUMAN | [] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1A43_HUMAN | [] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1A66_HUMAN | [] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1A68_HUMAN | ['Blood', 'Blood', 'Blood', 'Platelet', 'Liver'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1A69_HUMAN | ['Platelet'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | chain
1A74_HUMAN | ['Blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1A80_HUMAN | ['Platelet'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1B07_HUMAN | ['Blood', 'Subthalamic nucleus', 'Peripheral blood', 'Liver'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1B08_HUMAN | ['Blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
1B13_HUMAN | ['Blood', 'Blood'] | ['Membrane'] | ['EBI-446413', 'EBI-375543', 'EBI-353944', 'EBI-1567236', 'EBI-1567267', 'EBI-365961', 'EBI-302405', 'EBI-351437', 'EBI-356231', 'EBI-700771', 'EBI-400328', 'EBI-365980', 'EBI-397435', 'EBI-4392727', 'EBI-747671', 'EBI-1051746', 'EBI-624648', 'EBI-746238', 'EBI-352733', 'EBI-536811', 'EBI-7540603', 'EBI-352162', 'EBI-297353', 'EBI-353877', 'EBI-351076', 'EBI-958183', 'EBI-373586', 'EBI-994554', 'EBI-308629', 'EBI-715576', 'EBI-1048378', 'EBI-1390628', 'EBI-79722', 'EBI-302023', 'EBI-357966', 'EBI-352682', 'EBI-306852', 'EBI-351935', 'EBI-5323863', 'EBI-476263', 'EBI-366182', 'EBI-7145070', 'EBI-7291149', 'EBI-516560', 'EBI-707595', 'EBI-346967', 'EBI-78579', 'EBI-81968', 'EBI-706254', 'EBI-351098', 'EBI-365996', 'EBI-8029141', 'EBI-1111534', 'EBI-6930266', 'EBI-351193', 'EBI-476295', 'EBI-1181640', 'EBI-1181460', 'EBI-311323', 'EBI-306838', 'EBI-618295', 'EBI-1027557', 'EBI-366083', 'EBI-396587', 'EBI-355164', 'EBI-353844', 'EBI-914695', 'EBI-1044059', 'EBI-356498', 'EBI-602273'] | HLA class I  | signal peptide
